Model Name,Matching Word,Downloads,created_at,last_modified,contains_paper,paper_code,paper_code_clean
RDson/Phi-3-medium-128k-instruct-GGUF,code generation,165,2024-05-21 20:52:59+00:00,2024-05-21 20:52:59+00:00,False,,
jncraton/codet5p-220m-py-ct2-int8,code generation,164,2023-06-30 18:48:16+00:00,2023-06-30 18:48:16+00:00,True,Generation](https://arxiv.org/pdf/2305.07922.pdf),https://arxiv.org/pdf/2305.07922
WisdomShell/CodeShell-7B-Chat-int4,code generation,164,2023-10-13 09:41:00+00:00,2023-10-13 09:41:00+00:00,False,,
GuillenLuis03/PyCodeGPT,code generation,160,2022-12-12 02:16:31+00:00,2022-12-12 02:16:31+00:00,False,,
LoupGarou/deepseek-coder-33b-instruct-pythagora-v3-gguf,code generation,160,2024-05-06 04:48:30+00:00,2024-05-06 04:48:30+00:00,False,,
RichardErkhov/cognitivecomputations_-_dolphin-2.9.1-llama-3-8b-gguf,codegen,159,2024-06-16 01:41:48+00:00,2024-06-16 01:41:48+00:00,False,,
Wanfq/FuseLLM-7B,code generation,157,2024-01-21 12:35:34+00:00,2024-01-21 12:35:34+00:00,True,"href=""https://arxiv.org/abs/2401.10491"">",https://arxiv.org/abs/2401.10491
RichardErkhov/Qwen_-_CodeQwen1.5-7B-gguf,code generation,157,2024-04-30 22:43:19+00:00,2024-04-30 22:43:19+00:00,False,,
google/codegemma-1.1-7b-it,code generation,156,2024-04-30 21:33:23+00:00,2024-04-30 21:33:23+00:00,False,,
RichardErkhov/Locutusque_-_Hyperion-1.5-Mistral-7B-gguf,code generation,155,2024-09-10 11:44:28+00:00,2024-09-10 11:44:28+00:00,False,,
lucyknada/CohereForAI_c4ai-command-r-08-2024-exl2,code-generation,152,2024-08-30 16:56:31+00:00,2024-08-30 16:56:31+00:00,False,,
TheBloke/tulu-30B-GGUF,code generation,150,2023-09-20 02:43:18+00:00,2023-09-20 02:43:18+00:00,True,Resources](https://arxiv.org/abs/2306.04751).,https://arxiv.org/abs/2306.04751
sokada/codegen25-7b-multi-gguf-with-dummy-tokenizer,codegen,150,2023-11-29 13:12:01+00:00,2023-11-29 13:12:01+00:00,True,"[CodeGen2](https://arxiv.org/abs/2305.02309),",https://arxiv.org/abs/2305.02309
TheBloke/Lemur-70B-Chat-v1-GGUF,code generation,148,2023-08-29 11:13:07+00:00,2023-08-29 11:13:07+00:00,False,,
RichardErkhov/tokyotech-llm_-_Llama-3-Swallow-70B-v0.1-gguf,code generation,144,2024-09-05 12:43:01+00:00,2024-09-05 12:43:01+00:00,True,Corpus](https://arxiv.org/abs/2404.17733),https://arxiv.org/abs/2404.17733
RichardErkhov/SparseLLM_-_prosparse-llama-2-7b-gguf,code generation,144,2024-09-08 03:04:40+00:00,2024-09-08 03:04:40+00:00,True,[link](https://arxiv.org/pdf/2402.13516.pdf),https://arxiv.org/pdf/2402.13516
ericflo/Llama-3.1-8B-ContinuedTraining,code generation,141,2024-09-05 05:21:53+00:00,2024-09-05 05:21:53+00:00,False,,
multimolecule/utrbert-4mer,codegen,141,2024-09-10 11:42:23+00:00,2024-09-10 11:42:23+00:00,False,,
LoupGarou/deepseek-coder-6.7b-instruct-pythagora-gguf,code generation,140,2024-04-23 14:07:52+00:00,2024-04-23 14:07:52+00:00,False,,
unsloth/Hermes-3-Llama-3.1-405B-bnb-4bit,code generation,140,2024-09-03 06:05:16+00:00,2024-09-03 06:05:16+00:00,True,Report**](https://arxiv.org/abs/2408.11857).,https://arxiv.org/abs/2408.11857
RichardErkhov/ibm-granite_-_granite-20b-code-base-r1.1-gguf,code generation,140,2024-09-17 05:20:46+00:00,2024-09-17 05:20:46+00:00,True,Intelligence](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
Daoguang/PyCodeGPT,code generation,139,2023-01-04 10:09:30+00:00,2023-01-04 10:09:30+00:00,False,,
allenai/open-instruct-pythia-6.9b-tulu,code generation,139,2023-06-13 15:43:21+00:00,2023-06-13 15:43:21+00:00,True,Resources](https://arxiv.org/abs/2306.04751).,https://arxiv.org/abs/2306.04751
afrideva/smol_llama-101M-GQA-python-GGUF,code generation,139,2023-11-28 17:28:24+00:00,2023-11-28 17:28:24+00:00,False,,
neuralmagic/DeepSeek-Coder-V2-Base-FP8,codegen,138,2024-07-21 18:24:21+00:00,2024-07-21 18:24:21+00:00,False,,
bunnycore/Chimera-Apex-7B,code generation,136,2024-04-07 21:38:36+00:00,2024-04-07 21:38:36+00:00,False,,
LiteLLMs/codegemma-2b-GGUF,code generation,135,2024-08-09 23:00:03+00:00,2024-08-09 23:00:03+00:00,False,,
jncraton/codet5p-770m-py-ct2-int8,code generation,132,2023-07-08 20:47:01+00:00,2023-07-08 20:47:01+00:00,True,Generation](https://arxiv.org/pdf/2305.07922.pdf),https://arxiv.org/pdf/2305.07922
QuantFactory/Llama-3-Hercules-5.0-8B-GGUF,code generation,132,2024-05-26 23:42:07+00:00,2024-05-26 23:42:07+00:00,False,,
LoneStriker/Hermes-3-Llama-3.1-70B-GGUF,code generation,132,2024-08-16 03:15:53+00:00,2024-08-16 03:15:53+00:00,False,,
Finnish-NLP/Ahma-3B,code generation,131,2024-02-03 19:27:52+00:00,2024-02-03 19:27:52+00:00,True,paper](https://arxiv.org/abs/2302.13971),https://arxiv.org/abs/2302.13971
RichardErkhov/internlm_-_AlchemistCoder-L-7B-gguf,code generation,127,2024-09-19 23:58:16+00:00,2024-09-19 23:58:16+00:00,True,Paper](https://arxiv.org/abs/2405.19265)],https://arxiv.org/abs/2405.19265
CISCai/CodeQwen1.5-7B-Chat-SOTA-GGUF,code generation,126,2024-04-24 14:42:06+00:00,2024-04-24 14:42:06+00:00,False,,
com3dian/Bart-large-paper2slides-expander,code gen,125,2023-07-13 15:35:11+00:00,2023-07-13 15:35:11+00:00,True,Only](https://arxiv.org/abs/1711.00043)'.,https://arxiv.org/abs/1711.00043
MaartenGr/BERTopic_ArXiv,code generation,124,2023-05-30 14:41:58+00:00,2023-05-30 14:41:58+00:00,False,,
RichardErkhov/nicholasKluge_-_TeenyTinyLlama-160m-gguf,code generation,124,2024-06-29 15:35:43+00:00,2024-06-29 15:35:43+00:00,False,,
lmstudio-community/Hyperion-3.0-Mistral-7B-DPO-GGUF,code generation,123,2024-04-04 19:19:06+00:00,2024-04-04 19:19:06+00:00,False,,
TheBloke/WizardCoder-15B-1.0-GPTQ,codegen,122,2023-06-14 15:37:39+00:00,2023-06-14 15:37:39+00:00,False,,
LiteLLMs/starcoder2-15b-instruct-v0.1-GGUF,code generation,121,2024-04-30 06:31:08+00:00,2024-04-30 06:31:08+00:00,False,,
arcee-ai/Arcee-Spark-GGUF,code generation,121,2024-06-24 03:19:38+00:00,2024-06-24 03:19:38+00:00,False,,
teleprint-me/phi-1-gguf,code generation,120,2023-12-20 22:38:49+00:00,2023-12-20 22:38:49+00:00,False,,
RichardErkhov/nicholasKluge_-_TeenyTinyLlama-460m-Chat-gguf,code generation,118,2024-07-02 18:20:49+00:00,2024-07-02 18:20:49+00:00,False,,
LoupGarou/deepseek-coder-6.7b-instruct-pythagora-v2-gguf,code generation,117,2024-05-02 06:15:33+00:00,2024-05-02 06:15:33+00:00,False,,
parsak/phi-2-code-instruct-gguf,code-generation,116,2024-01-18 12:55:21+00:00,2024-01-18 12:55:21+00:00,True,(2019)](https://arxiv.org/abs/1910.09700).,https://arxiv.org/abs/1910.09700
afrideva/pip-code-bandit-GGUF,code generation,116,2024-05-13 17:45:32+00:00,2024-05-13 17:45:32+00:00,False,,
neuralmagic/DeepSeek-Coder-V2-Lite-Base-FP8,codegen,116,2024-07-17 18:33:43+00:00,2024-07-17 18:33:43+00:00,False,,
informatiker/Hermes-3-Llama-3.1-8B-AWQ-INT4,code generation,115,2024-08-16 23:15:15+00:00,2024-08-16 23:15:15+00:00,False,,
RichardErkhov/Locutusque_-_Hercules-3.0-Mistral-7B-gguf,code generation,115,2024-09-06 04:51:40+00:00,2024-09-06 04:51:40+00:00,False,,
RichardErkhov/ibm-granite_-_granite-20b-code-base-gguf,code generation,114,2024-06-04 01:18:38+00:00,2024-06-04 01:18:38+00:00,True,Intelligence](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
Bin12345/AutoCoder,code generation,114,2024-05-13 21:00:10+00:00,2024-05-13 21:00:10+00:00,True,https://arxiv.org/abs/2405.14906,https://arxiv.org/abs/2405.14906
QuantFactory/AutoCoder_S_6.7B-GGUF,code generation,113,2024-06-01 16:42:41+00:00,2024-06-01 16:42:41+00:00,True,https://arxiv.org/abs/2405.14906,https://arxiv.org/abs/2405.14906
RichardErkhov/google_-_codegemma-1.1-2b-gguf,code generation,113,2024-06-27 12:38:10+00:00,2024-06-27 12:38:10+00:00,False,,
QuantFactory/granite-3b-code-base-2k-GGUF,code generation,111,2024-09-07 15:18:40+00:00,2024-09-07 15:18:40+00:00,True,Intelligence](https://arxiv.org/abs/2405.04324),https://arxiv.org/abs/2405.04324
RichardErkhov/THUDM_-_codegeex4-all-9b-gguf,code generation,108,2024-07-27 16:55:54+00:00,2024-07-27 16:55:54+00:00,False,,
CISCai/OpenCodeInterpreter-DS-6.7B-SOTA-GGUF,code generation,107,2024-02-26 18:10:08+00:00,2024-02-26 18:10:08+00:00,True,"Execution""](https://arxiv.org/abs/2402.14658)",https://arxiv.org/abs/2402.14658
RichardErkhov/nicholasKluge_-_TeenyTinyLlama-460m-gguf,code generation,107,2024-07-02 16:23:49+00:00,2024-07-02 16:23:49+00:00,False,,
